text,label_str,source,priority,label,weight
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral,allagree,1,1,1.0
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive,allagree,1,2,1.0
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,neutral,75agree,2,1,0.7
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,neutral,allagree,1,1,1.0
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,allagree,1,2,1.0
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",neutral,75agree,2,1,0.7
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive,75agree,2,2,0.7
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,75agree,2,2,0.7
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,allagree,1,0,1.0
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral,allagree,1,1,1.0
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive,75agree,2,2,0.7
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+skyl+ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral,allagree,1,1,1.0
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral,allagree,1,1,1.0
Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,neutral,75agree,2,1,0.7
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive,allagree,1,2,1.0
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,positive,allagree,1,2,1.0
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",positive,75agree,2,2,0.7
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,allagree,1,2,1.0
The total value of the contract is some EUR 8 million .,neutral,allagree,1,1,1.0
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",negative,allagree,1,0,1.0
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,allagree,1,1,1.0
You are warmly welcome !,neutral,75agree,2,1,0.7
"The pulp production in Finnish Kemij+rvi will also be liquidated and about 1,100 employees loose their jobs .",negative,75agree,2,0,0.7
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral,allagree,1,1,1.0
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",positive,allagree,1,2,1.0
Nordic Walking was first used as a summer training method by cross-country skiers .,neutral,75agree,2,1,0.7
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral,allagree,1,1,1.0
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",neutral,75agree,2,1,0.7
"Previously , the company anticipated its operating profit to improve over the same period .",positive,allagree,1,2,1.0
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",negative,allagree,1,0,1.0
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral,allagree,1,1,1.0
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,allagree,1,2,1.0
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative,allagree,1,0,1.0
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,allagree,1,1,1.0
The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,neutral,75agree,2,1,0.7
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",neutral,75agree,2,1,0.7
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",neutral,75agree,2,1,0.7
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative,75agree,2,0,0.7
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative,75agree,2,0,0.7
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,allagree,1,0,1.0
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,allagree,1,0,1.0
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral,allagree,1,1,1.0
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral,allagree,1,1,1.0
The value of the order is about EUR 30mn .,neutral,allagree,1,1,1.0
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",neutral,allagree,1,1,1.0
That topped consensus forecasts for earnings of 0.21 euros a share .,positive,75agree,2,2,0.7
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive,allagree,1,2,1.0
"HK Ruokatalo produces many turkey products , such as cold cuts .",neutral,allagree,1,1,1.0
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,allagree,1,1,1.0
The acquisition is expected to improve access to chrome ore resources in Turkey .,positive,75agree,2,2,0.7
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,allagree,1,1,1.0
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",neutral,75agree,2,1,0.7
The value of orders on hand totaled EUR 237.1 mn .,neutral,75agree,2,1,0.7
The total project duration is three years and it is valued at some EUR11 .5 m.,neutral,allagree,1,1,1.0
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,neutral,75agree,2,1,0.7
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral,allagree,1,1,1.0
"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",neutral,75agree,2,1,0.7
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral,allagree,1,1,1.0
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,neutral,allagree,1,1,1.0
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,neutral,allagree,1,1,1.0
"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",neutral,75agree,2,1,0.7
"Clothing retail chain Sepp+l+ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",positive,allagree,1,2,1.0
"In Finland , Alma Media will focus on quality and developing chain operations .",neutral,75agree,2,1,0.7
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive,75agree,2,2,0.7
Joint procurement will be later extended to the factories in the Baltic countries .,neutral,75agree,2,1,0.7
Demand was brisk as expected and order levels have remained high .,positive,75agree,2,2,0.7
It is expected to be online by 2011 .,neutral,allagree,1,1,1.0
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,negative,75agree,2,0,0.7
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,allagree,1,0,1.0
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,allagree,1,1,1.0
`` It allows the young child to move forward with his life . '',positive,75agree,2,2,0.7
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",neutral,allagree,1,1,1.0
"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",neutral,75agree,2,1,0.7
